name,country,city,ranking,programs,tuition,scholarship,website
Ecole Nationale Supérieure de Chimie de Montpellier,France,Main City,63,"Cybersecurity, Robotics, Artificial Intelligence",17530,Very High,http://www.enscm.fr/
Ecole Nationale Supérieure de Chimie de Mulhouse,France,Main City,33,"Data Science, MBA, Software Engineering",24513,Low,http://www.enscmu.univ-mulhouse.fr/
Ecole Nationale Supérieure de Chimie et de Physique de Bordeaux,France,Main City,432,"MBA, Software Engineering, Cybersecurity",12816,Medium,http://www.enscpb.u-bordeaux.fr/
Ecole Nationale Supérieure de Chimie de Paris,France,Main City,37,"Artificial Intelligence, Software Engineering, MBA",9792,Medium,http://www.enscp.jussieu.fr/
Ecole Nationale Supérieure de Chimie de Rennes,France,Main City,26,"MS Computer Science, Artificial Intelligence, Business Analytics",8374,High,http://www.ensc-rennes.fr/
Ecole Nationale Supérieure de l'Electronique et de ses Applications,France,Main City,203,"Data Science, MBA, Artificial Intelligence",20281,Very High,http://www.ensea.fr/
"Ecole Nationale Supérieure en Electrotechnique, Electronique, Informatique et Hydraulique de Toulouse",France,Main City,188,"Business Analytics, Artificial Intelligence, Cybersecurity",24692,Low,http://www.enseeiht.fr/
Ecole Nationale Supérieure Electricité et Mécanique,France,Main City,153,"Business Analytics, MS Computer Science, Artificial Intelligence",21704,Very High,http://www.ensem.u-nancy.fr/
Ecole Nationale Supérieure d'Electronique et de Radioelectricite de Bordeaux,France,Main City,190,"Robotics, MS Computer Science, Software Engineering",28036,Low,http://www.enserb.u-bordeaux.fr/
Ecole Normale Supérieure de Fontenay-Saint Cloud,France,Main City,91,"Artificial Intelligence, Robotics, MS Computer Science",24719,Low,http://www.ens-fcl.fr/
Ecole Normale Supérieure de Paris,France,Main City,416,"MBA, Robotics, MS Computer Science",8768,Medium,http://www.ens.fr/
Ecole Nationale des Sciences Géographiques,France,Main City,183,"Cybersecurity, Artificial Intelligence, Business Analytics",24442,Medium,http://www.ensg.ign.fr/
Ecole Nationale Supérieur de Géologie de Nancy,France,Main City,469,"Business Analytics, Software Engineering, Robotics",13641,Low,http://www.ensg.u-nancy.fr/
Ecole Nationale Supérieur d'Ingénieurs de Constructions Aéronautique,France,Main City,316,"MBA, Artificial Intelligence, Data Science",24266,Medium,http://www.ensica.fr/
Ecole Nationale Supérieure des Industries Chimiques de Nancy,France,Main City,294,"MBA, MS Computer Science, Artificial Intelligence",17562,Low,http://www.ensic.u-nancy.fr/
Ecole Nationale Supérieur des Ingénieur des Etudes et Techniques d'Armement,France,Main City,235,"Software Engineering, Business Analytics, MBA",16143,Low,http://www.ensieta.fr/
Ecole Nationale Supérieure des Industries Textiles de Mulhouse,France,Main City,247,"Cybersecurity, Software Engineering, Data Science",10496,Very High,http://www.ensitm.fr/
Ecole Normale Supérieure de Lyon,France,Main City,85,"Business Analytics, Software Engineering, Data Science",24208,High,http://www.ens-lyon.fr/
Ecole Nationale Supérieur de Mécanique et d'Aéronautique,France,Main City,217,"MBA, Business Analytics, Artificial Intelligence",8088,Low,http://www.ensma.fr/
Ecole Nationale Supérieure des Mines d'Alès,France,Main City,119,"MS Computer Science, Robotics, Artificial Intelligence",12385,Low,https://www.mines-ales.fr/
Ecole Nationale Supérieure des Mines de Douai,France,Main City,391,"Business Analytics, Artificial Intelligence, Cybersecurity",13835,Low,http://www.ensm-douai.fr/
Ecole Nationale Supérieure des Mines de Paris,France,Main City,422,"MS Computer Science, Cybersecurity, Robotics",28956,Low,http://www.ensmp.fr/
Ecole Nationale Supérieure de Physique de Marseille,France,Main City,367,"Data Science, Software Engineering, MBA",28924,Very High,http://www.enspm.u-3mrs.fr/
Ecole Nationale Supérieure de Techniques Avancées,France,Main City,110,"Data Science, MS Computer Science, MBA",29356,Low,http://www.ensta.fr/
Ecole Nationale Supérieure des Telecommunications de Bretagne,France,Main City,242,"MBA, Cybersecurity, Business Analytics",20975,High,http://www.enst-bretagne.fr/
Ecole Nationale Supérieure des Telecommunications de Paris,France,Main City,215,"Business Analytics, Artificial Intelligence, Cybersecurity",18372,High,http://www.enst.fr/
Ecole Nationale des Travaux Publics de l'Etat,France,Main City,44,"Artificial Intelligence, MBA, MS Computer Science",17379,High,http://www.entpe.fr/
Ecole Nationale Vétérinaire de Toulouse,France,Main City,127,"Software Engineering, Business Analytics, Robotics",13559,Medium,http://www.envt.fr/
EPF Ecole d'Ingénieurs,France,Main City,85,"Artificial Intelligence, Software Engineering, MS Computer Science",29573,Low,http://www.epf.fr/
Ecole Supérieure d'Agriculture de Purpan,France,Main City,275,"Data Science, Robotics, Software Engineering",29467,Very High,http://www.esa-purpan.fr/
Ecole Supérieure de Commerce de Bordeaux,France,Main City,307,"Business Analytics, MS Computer Science, Cybersecurity",16131,Low,http://www.esc-bordeaux.fr/
Ecole Supérieure de Commerce de Brest,France,Main City,55,"Business Analytics, Artificial Intelligence, Cybersecurity",14326,High,http://www.esc-brest.fr/
Ecole Supérieure de Commerce de Clermont-Ferrand,France,Main City,101,"Robotics, Business Analytics, MBA",10555,High,http://www.esc-clermont.fr/
Ecole Supérieure de Commerce de Dijon,France,Main City,281,"Artificial Intelligence, Cybersecurity, Data Science",29689,Medium,http://www.escdijon.com/
Ecole Supérieure de Commerce et Management,France,Main City,444,"MS Computer Science, MBA, Data Science",27106,Very High,http://www.escem.fr/
Ecole Supérieure de Commerce de Lille,France,Main City,385,"Robotics, MS Computer Science, Data Science",26836,High,http://www.esc-lille.fr/
Ecole Supérieure de Commerce de Marseille-Provence,France,Main City,164,"Artificial Intelligence, Robotics, Business Analytics",23809,Very High,http://www.esc-marseille.fr/
University of Sint Eustatius School of Medicine,Netherlands,Main City,393,"Artificial Intelligence, Business Analytics, Software Engineering",28523,Very High,http://www.eustatiusmed.edu/
International University School of Medicine (IUSOM),Netherlands,Main City,209,"Robotics, Cybersecurity, Artificial Intelligence",26236,Very High,http://www.internationaluniversity-schoolofmedicine.org/
"St.James's School of Medicine, Bonaire",Netherlands,Main City,275,"MBA, Artificial Intelligence, Cybersecurity",8127,High,http://www.sjsm.org/
"University of the Netherlands Antilles, Curacao",Netherlands,Main City,233,"Data Science, MBA, Business Analytics",28972,Medium,http://www.una.an/
Dutch Delta University,Netherlands,Main City,111,"Artificial Intelligence, Data Science, Cybersecurity",15217,High,http://www.ddu.nl/
De Haagse Hogeschool,Netherlands,Main City,437,"Business Analytics, Cybersecurity, Software Engineering",11446,High,http://www.dehaagsehogeschool.nl/
Erasmus University Rotterdam,Netherlands,Main City,261,"Data Science, MBA, Robotics",11069,Low,http://www.eur.nl/
Rotterdam School of Management,Netherlands,Main City,398,"Data Science, Cybersecurity, MS Computer Science",13554,Medium,https://www.rsm.nl/
European Open University,Netherlands,Main City,343,"MS Computer Science, Robotics, Artificial Intelligence",14217,High,http://www.europeanopenuniversity.com/
Fontys University of Applied Sciences,Netherlands,Main City,188,"MBA, Business Analytics, MS Computer Science",17799,Medium,http://www.fontys.edu/
Foundation University,Netherlands,Main City,112,"Cybersecurity, Business Analytics, Data Science",14358,Low,http://www.foundationuniversity.com/
Hanze University Groningen,Netherlands,Main City,286,"Data Science, Artificial Intelligence, Software Engineering",13161,Low,http://www.hanze.nl/
Hogeschool voor de Kunsten Utrecht (HKU),Netherlands,Main City,455,"Data Science, Robotics, Cybersecurity",21795,Medium,http://www.hku.nl/
Hotelschool The Hague,Netherlands,Main City,119,"Business Analytics, MS Computer Science, Artificial Intelligence",11264,Low,http://www.hotelschool.nl/
Hogeschool Rotterdam,Netherlands,Main City,60,"Artificial Intelligence, Software Engineering, MS Computer Science",18190,High,http://www.hro.nl/
Hogeschool Leiden,Netherlands,Main City,439,"Business Analytics, Robotics, MBA",16131,Very High,http://www.hsleiden.nl/
Hogeschool Utrecht,Netherlands,Main City,330,"MBA, Robotics, Data Science",12166,Medium,http://www.hu.nl/
Hogeschool van Amsterdam,Netherlands,Main City,26,"Software Engineering, MBA, Data Science",14331,Low,http://www.hva.nl/
Hogeschool Inholland,Netherlands,Main City,387,"MBA, MS Computer Science, Cybersecurity",22465,High,http://www.inholland.nl/
Islamic University of Rotterdam,Netherlands,Main City,260,"Artificial Intelligence, Business Analytics, MBA",24899,Medium,http://www.islamicuniversity.nl/
Institute of Social Studies,Netherlands,Main City,105,"MBA, MS Computer Science, Robotics",15023,Low,http://www.iss.nl/
International Institute for Geo - Information Science and Earth Observation,Netherlands,Main City,457,"MS Computer Science, Business Analytics, Cybersecurity",25314,Very High,http://www.itc.nl/
Universiteit Leiden,Netherlands,Main City,174,"Business Analytics, Artificial Intelligence, MS Computer Science",19380,High,https://www.universiteitleiden.nl/
NHTV Breda University of Professional Education,Netherlands,Main City,435,"Business Analytics, MS Computer Science, Robotics",20971,Low,http://www.nhtv.nl
Nyenrode Business University,Netherlands,Main City,32,"MBA, Software Engineering, Robotics",11291,Medium,http://www.nyenrode.nl/
Open University of the Netherlands,Netherlands,Main City,365,"Software Engineering, Artificial Intelligence, MBA",15481,Very High,http://www.ou.nl/
Roosevelt Academy University College,Netherlands,Main City,193,"Cybersecurity, Robotics, Artificial Intelligence",14682,Very High,http://www.roac.nl/
University of Groningen,Netherlands,Main City,343,"Cybersecurity, Data Science, MS Computer Science",21366,Very High,http://www.rug.nl/
Radboud University,Netherlands,Main City,294,"Artificial Intelligence, MS Computer Science, Data Science",17816,Medium,http://www.ru.nl/
Saxion Universities,Netherlands,Main City,176,"Artificial Intelligence, MS Computer Science, Cybersecurity",19935,Low,http://saxion.edu/
Stenden University,Netherlands,Main City,223,"Artificial Intelligence, Business Analytics, Software Engineering",23877,Very High,http://www.stenden.com/
Tilburg University,Netherlands,Main City,53,"MS Computer Science, Cybersecurity, Software Engineering",13260,High,http://www.tilburguniversity.nl/
Delft University of Technology,Netherlands,Main City,359,"Data Science, Software Engineering, Business Analytics",27996,Low,http://www.tudelft.nl/
Eindhoven University of Technology,Netherlands,Main City,1,"Software Engineering, Robotics, MBA",9954,High,http://www.tue.nl/
UNESCO-IHE Institute for Water Education,Netherlands,Main City,444,"Robotics, Software Engineering, Cybersecurity",15353,High,http://www.unesco-ihe.org/
Maastricht University,Netherlands,Main City,490,"Artificial Intelligence, Data Science, MBA",18936,High,http://www.unimaas.nl/
University of Twente,Netherlands,Main City,153,"MBA, Robotics, Cybersecurity",16107,Very High,http://www.utwente.nl/
Utrecht University,Netherlands,Main City,214,"Artificial Intelligence, Software Engineering, MS Computer Science",16812,Low,http://www.uu.nl/
University of Amsterdam,Netherlands,Main City,151,"Robotics, MBA, Cybersecurity",10333,Low,http://www.uva.nl/
University for Humanistics (UH),Netherlands,Main City,241,"Business Analytics, Cybersecurity, Data Science",9067,Low,http://www.uvh.nl/
Vrije Universiteit Amsterdam,Netherlands,Main City,362,"Data Science, Artificial Intelligence, Robotics",17072,Very High,http://www.vu.nl/
Wageningen University,Netherlands,Main City,187,"Artificial Intelligence, Software Engineering, Cybersecurity",8907,Medium,http://www.wageningenuniversity.nl/
Christelijke Hogeschool Windesheim,Netherlands,Main City,480,"Robotics, Artificial Intelligence, Data Science",18695,Medium,http://www.windesheim.nl/
Wittenborg University,Netherlands,Main City,220,"MBA, Business Analytics, Software Engineering",14050,High,http://www.wittenborg.eu/
Zuyd University,Netherlands,Main City,481,"Software Engineering, Business Analytics, MS Computer Science",8411,Very High,http://www.zuyd.nl/
European Leadership University,Netherlands,Main City,305,"MBA, Robotics, Business Analytics",10655,Low,https://amsterdam.tech/
HAN University of Applied Sciences,Netherlands,Main City,396,"Software Engineering, Cybersecurity, Artificial Intelligence",14187,Low,https://www.hanuniversity.com/
Aeres Hogeschool Almere,Netherlands,Main City,246,"Robotics, Data Science, MS Computer Science",10415,High,https://www.aereshogeschool.nl/
Blekinge Institute of Technology,Sweden,Main City,176,"Cybersecurity, Data Science, Business Analytics",27158,Medium,http://www.bth.se/
Chalmers University of Technology,Sweden,Main City,358,"Cybersecurity, Software Engineering, Robotics",16979,Medium,http://www.chalmers.se/
Dalarna University College,Sweden,Main City,215,"Software Engineering, Robotics, MBA",19483,Low,http://www.du.se/
Göteborg University,Sweden,Main City,166,"Artificial Intelligence, Data Science, MS Computer Science",25225,Low,http://www.gu.se/
University College of Borås,Sweden,Main City,9,"Software Engineering, Cybersecurity, Data Science",13579,High,http://www.hb.se/
School of Design and Crafts,Sweden,Main City,498,"Data Science, Cybersecurity, Business Analytics",11107,Medium,http://www.hdk.gu.se/
Gotland University College,Sweden,Main City,94,"Artificial Intelligence, Data Science, Business Analytics",28422,High,http://www.hgo.se/
Halmstad University College,Sweden,Main City,238,"Data Science, Cybersecurity, Robotics",24346,Medium,http://www.hh.se/
Stockholm School of Economics,Sweden,Main City,257,"MS Computer Science, Software Engineering, Business Analytics",11138,Medium,http://www.hhs.se/
University College of Gävle,Sweden,Main City,257,"Business Analytics, MS Computer Science, MBA",8853,High,http://www.hig.se/
Kalmar University College,Sweden,Main City,156,"Artificial Intelligence, Cybersecurity, MBA",10368,High,http://www.hik.se/
University College of Skövde,Sweden,Main City,3,"Data Science, MS Computer Science, Business Analytics",14417,Medium,http://www.his.se/
Jönköping University College,Sweden,Main City,30,"Software Engineering, MS Computer Science, Data Science",24565,Medium,http://www.hj.se/
University College of Kristianstad,Sweden,Main City,460,"Data Science, MBA, MS Computer Science",28525,High,http://www.hkr.se/
University College of Trollhättan/Uddevalla,Sweden,Main City,127,"Artificial Intelligence, Business Analytics, Robotics",28906,Low,http://www.htu.se/
Karlstad University,Sweden,Main City,229,"Artificial Intelligence, Data Science, MS Computer Science",19295,Very High,http://www.kau.se/
Karolinska Institute Stockholm,Sweden,Main City,283,"Software Engineering, Data Science, Cybersecurity",14071,Medium,http://www.ki.se/
"University College of Arts, Crafts and Design",Sweden,Main City,210,"MBA, Data Science, Artificial Intelligence",24587,Very High,http://www.konstfack.se/
KTH Royal Institute of Technology,Sweden,Main City,290,"Cybersecurity, Robotics, Software Engineering",13788,Low,http://www.kth.se/
Stockholm Institute of Education,Sweden,Main City,196,"Software Engineering, Business Analytics, Cybersecurity",14065,High,http://www.lhs.se/
Linköping University,Sweden,Main City,13,"Robotics, MS Computer Science, Cybersecurity",9652,High,http://www.liu.se/
Lund University,Sweden,Main City,442,"Data Science, MBA, Artificial Intelligence",15088,Medium,http://www.lu.se/
Lulea University of Technology,Sweden,Main City,183,"Artificial Intelligence, Data Science, MS Computer Science",20202,Low,http://www.luth.se/
Malmö University College,Sweden,Main City,101,"Robotics, Software Engineering, Data Science",22313,Very High,http://www.mah.se/
Mälardalen University,Sweden,Main City,422,"MS Computer Science, Data Science, Cybersecurity",17088,Low,http://www.mdh.se/
Mid-Sweden University,Sweden,Main City,35,"MS Computer Science, Robotics, Software Engineering",22148,Medium,http://www.miun.se/
Nordic School of Public Health,Sweden,Main City,364,"Robotics, Cybersecurity, MBA",17475,Medium,http://www.nhv.se/
Örebro University,Sweden,Main City,31,"Robotics, Artificial Intelligence, Data Science",18228,High,http://www.oru.se/
Södertörn University College,Sweden,Main City,286,"MS Computer Science, Business Analytics, Data Science",9032,Medium,http://www.sh.se/
Swedish University of Agricultural Sciences,Sweden,Main City,57,"Robotics, Cybersecurity, Artificial Intelligence",24263,Medium,http://www.slu.se/
Free University Stockholm,Sweden,Main City,119,"MBA, MS Computer Science, Software Engineering",17362,Very High,http://www.stockholm-fu.com/
Stockholm University,Sweden,Main City,112,"Business Analytics, Cybersecurity, Data Science",28387,High,http://www.su.se/
Umea University,Sweden,Main City,233,"Robotics, Business Analytics, Data Science",11125,Medium,http://www.umu.se/
Uppsala University,Sweden,Main City,431,"Business Analytics, Software Engineering, MBA",21923,Low,http://www.uu.se/
Växjö University,Sweden,Main City,229,"Robotics, Artificial Intelligence, Business Analytics",16808,High,http://www.vxu.se/
World Maritime University,Sweden,Main City,145,"MBA, MS Computer Science, Cybersecurity",10276,Low,http://www.wmu.se/
Oslo School of Architecture,Norway,Main City,417,"Software Engineering, Cybersecurity, Artificial Intelligence",22135,Very High,http://www.aho.no/
Norwegian School of Management BI,Norway,Main City,104,"Data Science, MS Computer Science, Cybersecurity",16992,Low,http://www.bi.no/
Agder University College,Norway,Main City,476,"Data Science, Software Engineering, Robotics",11435,Medium,http://www.hia.no/
Bergen University College,Norway,Main City,400,"Cybersecurity, MS Computer Science, Robotics",24247,Very High,http://www.hib.no/
Bodo Regional University,Norway,Main City,398,"Software Engineering, Business Analytics, Data Science",29925,Medium,http://www.hibo.no/
Finnmark University College,Norway,Main City,280,"MBA, Data Science, MS Computer Science",9980,Low,http://www.hifm.no/
Lillehammer University College,Norway,Main City,242,"Robotics, MS Computer Science, MBA",27462,High,http://www.hil.no/
Molde University College,Norway,Main City,377,"MBA, MS Computer Science, Artificial Intelligence",18331,Medium,http://www.himolde.no/
National College of Art and Design,Norway,Main City,166,"Software Engineering, MBA, Robotics",9120,High,http://www.khio.no/shks/
Norwegian School of Economics and Business Administration,Norway,Main City,349,"MS Computer Science, Robotics, Cybersecurity",21236,Medium,http://www.nhh.no/
Norwegian University of Sport and Physical Education,Norway,Main City,30,"Cybersecurity, Data Science, Artificial Intelligence",27096,High,http://www.nih.no/
Norway's Information Technology University College,Norway,Main City,346,"Business Analytics, Cybersecurity, MS Computer Science",16667,Very High,http://www.nith.no/
Norwegian Teacher Academy for Studies in Religion and Education,Norway,Main City,313,"Business Analytics, Cybersecurity, MS Computer Science",16461,Medium,http://www.nla.no/
Agricultural University of Norway,Norway,Main City,195,"MBA, Business Analytics, MS Computer Science",20322,Medium,http://www.nlh.no/
Norwegian State Academy of Music,Norway,Main City,88,"Cybersecurity, Data Science, Artificial Intelligence",9068,High,http://www.nmh.no/
Norwegian University of Science and Technology,Norway,Main City,391,"Software Engineering, MS Computer Science, Artificial Intelligence",15762,Very High,http://www.ntnu.no/
National Academy of Fine Arts,Norway,Main City,490,"MBA, Business Analytics, Data Science",12333,High,http://ska.khio.no/main
University of Bergen,Norway,Main City,121,"Cybersecurity, Robotics, Software Engineering",26947,Very High,http://www.uib.no/
University of Oslo,Norway,Main City,209,"Business Analytics, Cybersecurity, MBA",23138,High,http://www.uio.no/
University of Stavanger,Norway,Main City,303,"MS Computer Science, Robotics, Business Analytics",29963,High,http://www.uis.no/
University of Tromsø,Norway,Main City,90,"Software Engineering, MS Computer Science, Data Science",21115,High,http://www.uit.no/
Norwegian University of Life Sciences,Norway,Main City,429,"Data Science, Robotics, Cybersecurity",14364,High,http://www.umb.no/
Norwegian College of Veterinary Medicine,Norway,Main City,424,"Data Science, Cybersecurity, MBA",11352,High,http://www.veths.no/
Kristiania University College,Norway,Main City,273,"Software Engineering, MS Computer Science, Robotics",22685,Low,https://kristiania.no
Aarhus School of Architecture,Denmark,Main City,157,"Business Analytics, MBA, Data Science",23168,High,http://www.a-aarhus.dk/
Aalborg Business College,Denmark,Main City,310,"Business Analytics, MBA, Robotics",24614,Medium,http://www.ah.dk/
Aarhus Technical College,Denmark,Main City,419,"Data Science, Artificial Intelligence, Software Engineering",10094,Very High,http://www.ats.dk/
Aalborg University,Denmark,Main City,106,"MBA, Business Analytics, Cybersecurity",27903,Medium,http://www.auc.dk/
Aarhus University,Denmark,Main City,90,"Software Engineering, Data Science, MBA",12388,High,http://www.au.dk/
Copenhagen Business School,Denmark,Main City,338,"Artificial Intelligence, Business Analytics, MBA",15552,Very High,http://www.cbs.dk/
Royal School of Library and Information Science,Denmark,Main City,105,"Software Engineering, Business Analytics, Cybersecurity",16032,Low,http://www.db.dk/
Danish Business Academy,Denmark,Main City,95,"Data Science, MBA, Robotics",8007,High,http://www.ddea.dk/
Royal Danish School of Pharmacy,Denmark,Main City,35,"Business Analytics, Software Engineering, Artificial Intelligence",16521,High,http://www.dfh.dk/
Royal Danish Academy of Music,Denmark,Main City,7,"MBA, MS Computer Science, Cybersecurity",29381,Medium,http://www.dkdm.dk/
Royal Danish School of Educational Sciences,Denmark,Main City,122,"Robotics, Data Science, Business Analytics",8534,Low,http://www.dlh.dk/
Danish University of Education,Denmark,Main City,28,"Robotics, Software Engineering, MBA",10444,Medium,http://www.dpu.dk/
Technical University of Denmark,Denmark,Main City,80,"MS Computer Science, MBA, Software Engineering",21651,Very High,http://www.dtu.dk/
Aarhus School of Business,Denmark,Main City,5,"Robotics, MS Computer Science, Software Engineering",25522,Low,http://www.hha.dk/
Southern Denmark Business School,Denmark,Main City,229,"MS Computer Science, Business Analytics, Data Science",21502,Medium,http://www.hhs.dk/
International Business School of Scandinavia,Denmark,Main City,98,"Robotics, Data Science, Artificial Intelligence",15419,Low,http://www.ibss.eu/
Engineering College of Aarhus,Denmark,Main City,114,"MBA, Business Analytics, Robotics",23767,High,http://www.iha.dk/
Engineering College of Copenhagen,Denmark,Main City,73,"Software Engineering, MS Computer Science, Robotics",18121,Medium,http://www.ihk.dk/
International People's College,Denmark,Main City,438,"Software Engineering, Data Science, MBA",26483,Low,http://www.ipc.dk/
IT University of Copenhagen,Denmark,Main City,115,"MS Computer Science, Business Analytics, Artificial Intelligence",12278,Very High,http://www.itu.dk/
"Royal Danish Academy of Fine Arts, School of Architecture",Denmark,Main City,142,"Data Science, Software Engineering, Artificial Intelligence",18054,Very High,http://www.karch.dk/
Knightsbridge University,Denmark,Main City,391,"MS Computer Science, Artificial Intelligence, Robotics",17630,Very High,http://www.knightsbridgeuniversity.com/
University of Copenhagen,Denmark,Main City,476,"Robotics, Cybersecurity, Data Science",11998,Medium,http://www.ku.dk/
"Royal Danish Academy of Fine Arts, School of Visual Art",Denmark,Main City,331,"Software Engineering, MS Computer Science, MBA",26822,Low,http://www.kunstakademiet.dk/
Royal Veterinary and Agricultural University,Denmark,Main City,185,"Robotics, Cybersecurity, MS Computer Science",10264,Very High,http://www.kvl.dk/
Royal Academy of Music,Denmark,Main City,396,"MS Computer Science, Business Analytics, Software Engineering",25638,Low,http://www.musik-kons.dk/
Odense University,Denmark,Main City,377,"MS Computer Science, Business Analytics, Robotics",14661,Medium,http://www.ou.dk/
Roskilde University,Denmark,Main City,459,"Data Science, MS Computer Science, Business Analytics",16361,Medium,http://www.ruc.dk/
University of Southern Denmark - SDU,Denmark,Main City,471,"Software Engineering, Cybersecurity, Artificial Intelligence",20205,Medium,http://www.sdu.dk/
Lutheran School Of Theology In Aarhus,Denmark,Main City,372,"Artificial Intelligence, Data Science, MS Computer Science",23014,Low,http://www.teologi.dk/
Tietgen Business College,Denmark,Main City,471,"Cybersecurity, Artificial Intelligence, Business Analytics",29383,High,http://www.tietgen.dk/
VIA University College,Denmark,Main City,244,"MBA, Cybersecurity, Artificial Intelligence",17862,Low,https://en.via.dk/
Asmildkloster Agricultural School,Denmark,Main City,493,"Artificial Intelligence, Business Analytics, MBA",27394,Very High,https://asmildkloster.dk/
Kalø Økologisk Agricultural College,Denmark,Main City,284,"Software Engineering, Robotics, Data Science",19428,Low,https://videndjurs.dk/
Abo Akademi University,Finland,Main City,349,"Robotics, Artificial Intelligence, MBA",24523,Very High,http://www.abo.fi/
Central Ostrobothnia University of Applied Sciences,Finland,Main City,48,"Cybersecurity, Software Engineering, Robotics",13222,Low,http://www.cou.fi/
Diaconia University of Applied Sciences,Finland,Main City,310,"MS Computer Science, MBA, Artificial Intelligence",27476,Very High,http://www.diak.fi/
EVTEK University of Applied Sciences,Finland,Main City,432,"Artificial Intelligence, MBA, Robotics",27883,High,http://www.evtek.fi/
University of Helsinki,Finland,Main City,445,"Data Science, MBA, Cybersecurity",12309,Very High,http://www.helsinki.fi/
Helsinki School of Economics and Business Administration,Finland,Main City,61,"Data Science, Cybersecurity, Business Analytics",16592,Very High,http://www.hkkk.fi/
Helsinki University of Technology,Finland,Main City,57,"Software Engineering, Robotics, Artificial Intelligence",15668,Low,http://www.hut.fi/
University of Joensuu,Finland,Main City,145,"MBA, MS Computer Science, Cybersecurity",21554,Medium,http://www.joensuu.fi/
University of Jyväskylä,Finland,Main City,381,"MBA, MS Computer Science, Robotics",29730,Very High,http://www.jyu.fi/
Academy of Fine Arts,Finland,Main City,99,"Cybersecurity, Software Engineering, Artificial Intelligence",20577,Medium,http://www.kuva.fi/
Lahti Polytechnic,Finland,Main City,20,"Artificial Intelligence, Robotics, MS Computer Science",10723,High,http://www.lamk.fi/
Laurea University of Applied Sciences,Finland,Main City,220,"Software Engineering, Data Science, Business Analytics",28328,Medium,http://www.laurea.fi/
Lappeenranta University of Technology,Finland,Main City,408,"Robotics, Artificial Intelligence, Business Analytics",19625,High,http://www.lut.fi/
Oulu Polytechnic,Finland,Main City,144,"Robotics, MBA, Artificial Intelligence",22624,High,http://www.oamk.fi/
University of Oulu,Finland,Main City,100,"Robotics, Cybersecurity, Data Science",12437,Medium,http://www.oulu.fi/
Vaasa University of Applied Sciences,Finland,Main City,358,"Artificial Intelligence, Cybersecurity, Business Analytics",21645,Medium,http://www.puv.fi/
Rovaniemi University of Applied Sciences,Finland,Main City,61,"MBA, Data Science, Artificial Intelligence",27388,Medium,http://www.ramk.fi/
Scandinavian Art and Business Institute,Finland,Main City,291,"Robotics, Data Science, MBA",10021,Very High,http://www.sabi.eu.com/
Satakunta University Of Applied Scinces,Finland,Main City,239,"Artificial Intelligence, Data Science, Business Analytics",20286,Very High,http://www.samk.fi/
South Carelian Polytechnic,Finland,Main City,16,"Cybersecurity, MBA, Robotics",20253,Very High,http://www.scp.fi/
"Swedish School of Economics and Business Administration, Finland",Finland,Main City,290,"Robotics, Business Analytics, Artificial Intelligence",24931,Low,http://www.shh.fi/
Sibelius Academy,Finland,Main City,289,"MBA, MS Computer Science, Artificial Intelligence",21546,Very High,http://www.siba.fi/
Theatre Academy Finland,Finland,Main City,328,"Data Science, Robotics, Business Analytics",23262,Very High,http://www.teak.fi/
Tampere Polytechnic,Finland,Main City,180,"Data Science, Business Analytics, Cybersecurity",25401,Very High,http://www.tpu.fi/
Turku School of Economics and Business Administration,Finland,Main City,400,"Data Science, MS Computer Science, Artificial Intelligence",8128,Medium,http://www.tukkk.fi/
Tampere University of Technology,Finland,Main City,93,"MBA, Cybersecurity, Artificial Intelligence",12562,Very High,http://www.tut.fi/
University of Art and Design Helsinki,Finland,Main City,380,"Software Engineering, MS Computer Science, Robotics",18221,Very High,http://www.uiah.fi/
University of Kuopio,Finland,Main City,20,"Robotics, Business Analytics, Software Engineering",21084,Medium,http://www.uku.fi/
University of Lapland,Finland,Main City,150,"Robotics, MS Computer Science, Data Science",23210,Very High,http://www.ulapland.fi/
University of Tampere,Finland,Main City,476,"Software Engineering, Cybersecurity, MS Computer Science",26055,High,http://www.uta.fi/
University of Turku,Finland,Main City,491,"MBA, Cybersecurity, Software Engineering",19874,Medium,http://www.utu.fi/
University of Vaasa,Finland,Main City,21,"MS Computer Science, Artificial Intelligence, Robotics",14485,Medium,http://www.uwasa.fi/
Aalto University,Finland,Main City,426,"Cybersecurity, MBA, Data Science",27980,Medium,https://www.aalto.fi
Metropolia University of Applied Sciences,Finland,Main City,409,"MS Computer Science, Artificial Intelligence, Cybersecurity",29476,Low,https://www.metropolia.fi/
Häme University of Applied Sciences,Finland,Main City,66,"MBA, MS Computer Science, Data Science",17634,Medium,https://www.hamk.fi/
Athlone Institute of Technology,Ireland,Main City,174,"Cybersecurity, Artificial Intelligence, MS Computer Science",18172,Low,http://www.ait.ie/
Cork Institute of Technology,Ireland,Main City,290,"Cybersecurity, Artificial Intelligence, Robotics",19068,Low,http://www.cit.ie/
Dublin City University,Ireland,Main City,156,"Cybersecurity, Robotics, MS Computer Science",16384,High,http://www.dcu.ie/
Dublin Institute for Advanced Studies,Ireland,Main City,458,"Data Science, Cybersecurity, Artificial Intelligence",20767,Low,http://www.dias.ie/
Dublin Institute of Technology,Ireland,Main City,72,"Artificial Intelligence, Robotics, Cybersecurity",29601,Very High,http://www.dit.ie/
