name,country,city,ranking,programs,tuition,scholarship,website
University of Fribourg,Switzerland,Main City,62,"Robotics, Artificial Intelligence, MBA",16403,Very High,http://www.unifr.ch/
University of Geneva,Switzerland,Main City,207,"Software Engineering, Data Science, Cybersecurity",15217,Medium,http://www.unige.ch/
Universität Zürich,Switzerland,Main City,403,"Software Engineering, MS Computer Science, Business Analytics",23571,High,https://www.uzh.ch/
Universität Bern,Switzerland,Main City,434,"Software Engineering, Artificial Intelligence, Data Science",29716,Low,http://www.unibe.ch/
Universität Luzern,Switzerland,Main City,426,"Business Analytics, Cybersecurity, MBA",21304,Very High,http://www.unilu.ch/
Universität St. Gallen (HSG),Switzerland,Main City,493,"Robotics, Cybersecurity, MS Computer Science",11938,Low,http://www.unisg.ch/
Université de Lausanne,Switzerland,Main City,480,"Data Science, Software Engineering, MS Computer Science",12473,High,http://www.unil.ch/
Université de Neuchâtel,Switzerland,Main City,294,"Cybersecurity, MS Computer Science, Software Engineering",20641,Low,http://www.unine.ch/
BFH - Bern University of Applied Sciences,Switzerland,Main City,216,"MBA, Business Analytics, Artificial Intelligence",12756,Medium,http://www.bfh.ch/
FFHS - Fernfachhochschule Schweiz,Switzerland,Main City,396,"MBA, MS Computer Science, Robotics",18151,Very High,http://www.ffhs.ch/
FHNW - Fachhochschule Nordwestschweiz,Switzerland,Main City,207,"Cybersecurity, MS Computer Science, Robotics",26940,Medium,http://www.fhnw.ch/
FHS St.Gallen,Switzerland,Main City,101,"MBA, Software Engineering, Robotics",13350,Very High,http://www.fhsg.ch/
HEP Vaud - Haute école pédagogique du canton de Vaud,Switzerland,Main City,474,"Cybersecurity, MBA, Artificial Intelligence",18200,Medium,http://www.hepl.ch/
HEP-BEJUNE - Haute Ecole Pédagogique BEJUNE,Switzerland,Main City,128,"Robotics, Artificial Intelligence, Business Analytics",11728,High,http://www.hep-bejune.ch/
HEP-PH FR - University of Teacher Education Fribourg,Switzerland,Main City,340,"MBA, Business Analytics, Cybersecurity",10587,Low,http://www.edufr.ch/
HEPVS - Haute école pédagogique du Valais,Switzerland,Main City,436,"Artificial Intelligence, MS Computer Science, Robotics",10715,Low,http://www.hepvs.ch/
HES-SO : UAS Western Switzerland,Switzerland,Main City,64,"Business Analytics, MBA, Artificial Intelligence",22212,Very High,http://www.hes-so.ch/
HfH – University of Applied Sciences of Special Needs Education,Switzerland,Main City,232,"Cybersecurity, Robotics, Business Analytics",8714,Medium,http://www.hfh.ch/
Hochschule Luzern,Switzerland,Main City,474,"Robotics, Software Engineering, Data Science",23109,High,https://www.hslu.ch/
HSR - Hochschule für Technik Rapperswil,Switzerland,Main City,357,"Business Analytics, Robotics, Software Engineering",29800,Medium,http://www.hsr.ch/
HTW Chur - University of Applied Sciences HTW Chur,Switzerland,Main City,368,"Business Analytics, MS Computer Science, Software Engineering",26799,Very High,http://www.fh-htwchur.ch/
HWZ - University of Applied Sciences in Business Administration Zurich,Switzerland,Main City,280,"Artificial Intelligence, Software Engineering, Cybersecurity",22890,Medium,http://www.fh-hwz.ch/
NTB - Hochschule für Technik Buchs,Switzerland,Main City,405,"Artificial Intelligence, MBA, Business Analytics",23796,Low,http://www.ntb.ch/
PH Zug - Pädagogische Hochschule Zug,Switzerland,Main City,315,"Business Analytics, MS Computer Science, Software Engineering",16156,High,http://www.phzg.ch/
PH Zürich - Pädagogische Hochschule Zürich,Switzerland,Main City,387,"Data Science, Cybersecurity, MBA",24113,Very High,http://www.phzh.ch/
PHBern - University of Teacher Education Bern,Switzerland,Main City,201,"Software Engineering, Data Science, MS Computer Science",9972,Low,http://www.phbern.ch/
PHGR - University of Teacher Education Graubünden,Switzerland,Main City,329,"MBA, Data Science, Business Analytics",27526,High,http://www.ph-gr.ch/
PHLU - University of Teacher Education Lucerne,Switzerland,Main City,324,"Robotics, MS Computer Science, Software Engineering",24876,High,http://www.phlu.ch/
PHSG - Pädagogische Hochschule St.Gallen,Switzerland,Main City,355,"Data Science, MS Computer Science, Robotics",13004,High,http://www.phsg.ch/
PHSZ - University of Teacher Education Schwyz,Switzerland,Main City,387,"Software Engineering, Data Science, Business Analytics",24337,High,http://www.phsz.ch/
PHTG - Pädagogische Hochschule Thurgau,Switzerland,Main City,37,"Artificial Intelligence, MBA, Data Science",10490,Very High,http://www.phtg.ch/
SUPSI - University of Applied Sciences Southern Switzerland,Switzerland,Main City,352,"Robotics, Artificial Intelligence, Business Analytics",14434,High,http://www.supsi.ch/
ZHAW - Zürcher Hochschule für Angewandte Wissenschaften,Switzerland,Main City,470,"MBA, Data Science, MS Computer Science",27970,Low,http://www.zhaw.ch/
ZHdK - Zurich University of the Arts,Switzerland,Main City,429,"Data Science, MBA, Business Analytics",27895,Low,http://www.zhdk.ch/
CHUV - University Hospital Lausanne,Switzerland,Main City,285,"Business Analytics, MBA, Software Engineering",9327,Very High,http://www.chuv.ch/
HUG - Univ. Hospitals of Geneva,Switzerland,Main City,186,"MS Computer Science, Data Science, Cybersecurity",28010,Very High,http://www.hcuge.ch/
Insel Gruppe,Switzerland,Main City,494,"Data Science, Business Analytics, Artificial Intelligence",9254,Very High,http://www.insel.ch/
University Hospital Zurich,Switzerland,Main City,56,"MBA, Cybersecurity, Software Engineering",15522,Medium,http://www.unispital.ch/
Institut Le Rosey,Switzerland,Main City,433,"MS Computer Science, Software Engineering, Data Science",17948,Medium,http://www.rosey.ch/
IMD - International Institute for Management Development,Switzerland,Main City,46,"Artificial Intelligence, MBA, Robotics",27862,High,https://www.imd.org/
Pontificia Università S. Tommaso,Italy,Main City,105,"MBA, Data Science, Artificial Intelligence",16699,Low,http://www.angelicum.org/
Pontificio Ateneo Antonianum,Italy,Main City,33,"MS Computer Science, Business Analytics, Data Science",11064,Low,http://www.antonianum.ofm.org/
University of Modena,Italy,Main City,107,"Data Science, Business Analytics, Cybersecurity",24449,High,http://www.casa.unimo.it/
Abdus Salam international centre for theoretical physics,Italy,Main City,386,"Robotics, Artificial Intelligence, Cybersecurity",14317,Low,http://www.ictp.trieste.it/
Institute for Advanced Studies Lucca,Italy,Main City,470,"Data Science, Robotics, Software Engineering",8011,High,http://www.imtlucca.it/
University Institute of Architecture Venice,Italy,Main City,481,"Artificial Intelligence, MBA, Robotics",18250,Medium,http://www.iuav.unive.it/
European University Institute,Italy,Main City,35,"Cybersecurity, Artificial Intelligence, MBA",27155,Medium,http://www.iue.it/
University Institute of Modern Languages,Italy,Main City,416,"Data Science, MS Computer Science, Robotics",21324,Very High,http://www.iulm.it/
Dutch University Institute for Art History (DUIA),Italy,Main City,423,"Software Engineering, Cybersecurity, Business Analytics",12317,Very High,http://www.iuoart.org/
University Institute of Oriental Studies,Italy,Main City,193,"Robotics, MS Computer Science, Artificial Intelligence",20659,High,http://www.iuo.it/
Istituto Universitario di Studi Superiori,Italy,Main City,25,"Software Engineering, Data Science, MBA",10998,Very High,http://www.iusspavia.it/
"Johns Hopkins University, SAIS Bologna Center",Italy,Main City,99,"Business Analytics, Software Engineering, MS Computer Science",16060,Low,http://www.jhubc.it/
John Cabot University,Italy,Main City,27,"Software Engineering, MBA, Artificial Intelligence",18786,Very High,http://www.johncabot.edu/
"Free University Institute ""Carlo Cattaneo""",Italy,Main City,268,"Business Analytics, MS Computer Science, MBA",20001,Very High,http://www.liuc.it/
"Free University ""Maria Santissima Assunta""",Italy,Main City,497,"Software Engineering, Business Analytics, MS Computer Science",19951,High,http://www.lumsa.it/
"NABA - Nuova Accademia di Belle Arti, Milan",Italy,Main City,314,"Artificial Intelligence, Software Engineering, MS Computer Science",27356,Medium,http://www.naba.it/
"Yorker International University, Milano",Italy,Main City,362,"Data Science, Business Analytics, MS Computer Science",21541,Medium,http://www.nyuniversity.net/
Pontificio Istituto Orientale,Italy,Main City,433,"Data Science, Artificial Intelligence, Cybersecurity",8716,High,http://www.pio.urbe.it/
Polytechnic Institute of Bari,Italy,Main City,98,"Artificial Intelligence, Software Engineering, MS Computer Science",22593,Low,http://www.poliba.it/
Polytechnic Institute of Milan,Italy,Main City,201,"Cybersecurity, Artificial Intelligence, Business Analytics",29820,Low,http://www.polimi.it/
Polytechnic Institute of Turin,Italy,Main City,468,"Artificial Intelligence, Business Analytics, Software Engineering",22253,Very High,http://www.polito.it/
Pontificia Università Lateranense,Italy,Main City,354,"MS Computer Science, Business Analytics, Software Engineering",23394,High,http://www.pul.it/
Pontificia Università della Santa Croce,Italy,Main City,174,"Robotics, Artificial Intelligence, Cybersecurity",21274,Very High,http://www.pusc.it/
Fondazione Sacro Cuore,Italy,Main City,79,"MBA, Cybersecurity, Artificial Intelligence",20000,High,http://www.sacrocuore.org/
International Higher School for Advanced Studies Trieste,Italy,Main City,27,"Business Analytics, Data Science, Robotics",15048,Very High,http://www.sissa.it/
School of Education Pisa,Italy,Main City,67,"MBA, Data Science, MS Computer Science",8046,High,http://www.sns.it/
Higher School of University and Advanced Studies Pisa,Italy,Main City,271,"Artificial Intelligence, Robotics, Data Science",19459,Very High,http://www.sssup.it/
University of Ancona,Italy,Main City,31,"Software Engineering, MBA, Robotics",22460,Very High,http://www.unian.it/
University of Bari,Italy,Main City,137,"Data Science, Software Engineering, Business Analytics",12463,Very High,http://www.uniba.it/
Basilicata University Potenza,Italy,Main City,471,"Robotics, Data Science, MBA",12100,High,http://www.unibas.it/
University of Bergamo,Italy,Main City,105,"Data Science, Business Analytics, MS Computer Science",8741,Low,http://www.unibg.it/
Bocconi University,Italy,Main City,4,"Data Science, MBA, MS Computer Science",29167,Medium,http://www.unibocconi.eu/
University of Bologna,Italy,Main City,416,"MS Computer Science, Artificial Intelligence, Data Science",11302,Low,http://www.unibo.it/
University of Brescia,Italy,Main City,269,"Data Science, Artificial Intelligence, Cybersecurity",13012,Medium,http://www.unibs.it/
Free University of Bozen,Italy,Main City,56,"Robotics, Data Science, Software Engineering",27919,Low,http://www.unibz.it/
University of Cagliari,Italy,Main City,413,"Artificial Intelligence, Software Engineering, MBA",25916,High,http://www.unica.it/
University of Calabria,Italy,Main City,78,"Data Science, Artificial Intelligence, Cybersecurity",26687,Very High,http://www.unical.it/
University of Camerino,Italy,Main City,385,"MBA, Business Analytics, MS Computer Science",15444,Very High,http://www.unicam.it/
Campus Bio-Medico University of Rome,Italy,Main City,157,"Artificial Intelligence, MBA, Business Analytics",22304,High,http://www.unicampus.it/
University of Cassino,Italy,Main City,185,"Data Science, Robotics, Cybersecurity",8827,Medium,http://www.unicas.it/
Catholic University of the Sacred Heart,Italy,Main City,34,"Business Analytics, Data Science, Robotics",28572,High,http://www.unicatt.it/
University of Chieti,Italy,Main City,428,"MBA, Artificial Intelligence, Robotics",12790,Medium,http://www.unich.it/
University of Catania,Italy,Main City,332,"Cybersecurity, MBA, Data Science",10535,High,http://www.unict.it/
Università eCampus,Italy,Main City,444,"Business Analytics, MS Computer Science, Robotics",28949,Low,http://www.uniecampus.it/
European School of Economics,Italy,Main City,66,"Robotics, MS Computer Science, Artificial Intelligence",9076,High,http://www.uniese.it/
University of Ferrara,Italy,Main City,468,"Artificial Intelligence, Business Analytics, Data Science",9309,High,http://www.unife.it/
University of Foggia,Italy,Main City,258,"Artificial Intelligence, Robotics, MBA",25823,Low,http://www.unifg.it/
University of Florence,Italy,Main City,420,"MBA, Business Analytics, MS Computer Science",24141,High,http://www.unifi.it/
University of Genoa,Italy,Main City,90,"MS Computer Science, Artificial Intelligence, Business Analytics",15125,Medium,http://www.unige.it/
Pontifica Università Gregoriana,Italy,Main City,244,"MBA, Artificial Intelligence, Software Engineering",10603,Very High,http://www.unigre.it/
University of Lecce,Italy,Main City,464,"Robotics, Cybersecurity, MS Computer Science",18837,High,http://www.unile.it/
Link Campus University of Malta,Italy,Main City,170,"Software Engineering, Robotics, Artificial Intelligence",22221,High,http://www.unilink.it/
University of Macerata,Italy,Main City,312,"MS Computer Science, Software Engineering, Cybersecurity",11269,High,http://www.unimc.it/
University of Messina,Italy,Main City,458,"Cybersecurity, Software Engineering, Robotics",17086,High,http://www.unime.it/
University of Milan - Bicocca,Italy,Main City,440,"Artificial Intelligence, Robotics, MBA",25625,Low,http://www.unimib.it/
University of Milan,Italy,Main City,343,"MS Computer Science, Software Engineering, Robotics",21114,Very High,https://www.unimi.it/en
University of Molise,Italy,Main City,119,"Artificial Intelligence, MBA, Data Science",16209,Medium,http://www.unimol.it/
Second University of Naples,Italy,Main City,147,"Software Engineering, Data Science, Robotics",16855,Low,http://www.unina2.it/
University of Naples Federico II,Italy,Main City,461,"Cybersecurity, Robotics, Business Analytics",29341,Very High,http://www.unina.it/
University Institute of Naval Studies,Italy,Main City,129,"Robotics, MS Computer Science, Artificial Intelligence",12159,Very High,http://www.uninav.it/
University of Insubria,Italy,Main City,250,"MS Computer Science, Business Analytics, Artificial Intelligence",17127,Low,http://www.uninsubria.it/
University of Palermo,Italy,Main City,113,"Data Science, Business Analytics, Artificial Intelligence",10255,Medium,http://www.unipa.it/
University of Padua,Italy,Main City,135,"Robotics, Artificial Intelligence, Business Analytics",16416,High,http://www.unipd.it/
University of Perugia,Italy,Main City,409,"Software Engineering, MS Computer Science, Cybersecurity",27370,Low,http://www.unipg.it/
University of Pisa,Italy,Main City,269,"Cybersecurity, Artificial Intelligence, MBA",25740,High,http://www.unipi.it/
University of Parma,Italy,Main City,261,"MS Computer Science, MBA, Business Analytics",14512,Medium,http://www.unipr.it/
University of Pavia,Italy,Main City,323,"Artificial Intelligence, Robotics, Business Analytics",9452,Very High,http://www.unipv.it/
University of Reggio Calabria,Italy,Main City,386,"Cybersecurity, MBA, Software Engineering",25932,Very High,http://www.unirc.it/
"University of Roma ""La Sapienza""",Italy,Main City,74,"MS Computer Science, Artificial Intelligence, MBA",26196,Medium,http://www.uniroma1.it/
"University of Roma ""Tor Vergata""",Italy,Main City,271,"MS Computer Science, Data Science, Artificial Intelligence",18726,Low,http://www.uniroma2.it/
Third University of Rome,Italy,Main City,489,"MS Computer Science, MBA, Artificial Intelligence",17904,Medium,http://www.uniroma3.it/
University of Salerno,Italy,Main City,352,"Artificial Intelligence, Software Engineering, MS Computer Science",17958,Low,http://www.unisa.it/
Università Pontificia Salesiana,Italy,Main City,301,"Software Engineering, Data Science, Cybersecurity",18575,Medium,http://www.unisal.it/
University of Sannio,Italy,Main City,101,"Robotics, Business Analytics, MS Computer Science",17225,Medium,http://www.unisannio.it/
University of Gastronomic Sciences,Italy,Main City,370,"Robotics, Business Analytics, Artificial Intelligence",27405,Medium,http://www.unisg.it/
University of Siena,Italy,Main City,247,"MS Computer Science, Business Analytics, Data Science",15654,Very High,http://www.unisi.it/
"University Institute of Teacher Training ""Suor Orsola Benincasa""",Italy,Main City,17,"Business Analytics, Robotics, Software Engineering",26350,Low,http://www.unisob.na.it/
University of Sassari,Italy,Main City,439,"MBA, Business Analytics, Artificial Intelligence",8469,Medium,http://www.uniss.it/
University of Italian Studies for Foreigners of Perugia,Italy,Main City,44,"Artificial Intelligence, MBA, Software Engineering",24640,Low,http://www.unistrapg.it/
University of Italian Studies for Foreigners of Siena,Italy,Main City,294,"Data Science, Business Analytics, Software Engineering",10681,High,http://www.unistrasi.it/
University of Teramo,Italy,Main City,220,"MS Computer Science, Cybersecurity, Artificial Intelligence",25348,Low,http://www.unite.it/
University of Trento,Italy,Main City,233,"MS Computer Science, Software Engineering, Robotics",20774,Medium,http://www.unitn.it/
University of Turin,Italy,Main City,97,"Artificial Intelligence, MBA, Data Science",14599,High,http://www.unito.it/
Viterbo State University,Italy,Main City,155,"MBA, Business Analytics, Software Engineering",14584,High,http://www.unitus.it/
University of Udine,Italy,Main City,485,"MBA, Software Engineering, Business Analytics",22063,Medium,http://www.uniud.it/
University of Urbino,Italy,Main City,388,"MS Computer Science, Robotics, Cybersecurity",11965,Medium,http://www.uniurb.it/
University of Aquila,Italy,Main City,111,"Robotics, Cybersecurity, MS Computer Science",9911,Very High,http://www.univaq.it/
University of Venice,Italy,Main City,310,"Cybersecurity, Software Engineering, Robotics",15987,High,http://www.unive.it/
University of Verona,Italy,Main City,78,"Cybersecurity, Business Analytics, Data Science",13063,High,http://www.univr.it/
University of Trieste,Italy,Main City,290,"Software Engineering, Cybersecurity, MBA",19620,Very High,http://www.units.it/
American University of Rome,Italy,Main City,396,"Software Engineering, Data Science, Artificial Intelligence",25168,Low,https://aur.edu/
Team Lingue International House,Italy,Main City,37,"Business Analytics, Artificial Intelligence, MS Computer Science",26944,High,https://ihteamlingue.it/
Luiss Guido Carli University,Italy,Main City,118,"Data Science, Business Analytics, Cybersecurity",21652,Very High,https://www.luiss.it/
Barcelona Graduate School of Economics,Spain,Main City,102,"Data Science, Artificial Intelligence, Software Engineering",24275,Very High,http://www.barcelonagse.eu/
Bircham International University,Spain,Main City,100,"MBA, Artificial Intelligence, Cybersecurity",9213,Very High,http://www.bircham.edu/
Universidad de San Pablo CEU,Spain,Main City,205,"Artificial Intelligence, Cybersecurity, Business Analytics",11151,High,http://www.ceu.es/
Universidad de Deusto,Spain,Main City,108,"MS Computer Science, MBA, Artificial Intelligence",21547,Very High,http://www.deusto.es/
Universidad del País Vasco,Spain,Main City,430,"Business Analytics, Robotics, Software Engineering",25593,Medium,http://www.ehu.es/
Escuela Superior de Gestion Comercial y Marketing (ESIC),Spain,Main City,168,"Cybersecurity, Artificial Intelligence, MS Computer Science",22998,Very High,http://www.esic.es/
Global Business School Barcelona,Spain,Main City,228,"Software Engineering, Business Analytics, Artificial Intelligence",16829,Medium,http://www.global-business-school.org/
IE University,Spain,Main City,93,"Cybersecurity, MS Computer Science, Robotics",24813,High,http://www.ie.edu/
International University of Southern Europe,Spain,Main City,233,"Robotics, Business Analytics, Data Science",14417,High,http://www.iuse.edu.es/
La Salle Universities - International Programmes,Spain,Main City,251,"Robotics, Data Science, Software Engineering",11554,High,http://www.lasalleuniversities.net/
Mondragon Univertsitatea,Spain,Main City,89,"Software Engineering, Cybersecurity, Robotics",10466,High,http://www.muni.es/
La Salle - Universitat Ramon Llull,Spain,Main City,499,"Business Analytics, Software Engineering, Cybersecurity",18035,Medium,http://www.salleurl.edu/
"Schiller International University, Madrid",Spain,Main City,331,"MBA, Business Analytics, Software Engineering",24681,High,http://www.schillermadrid.edu/
Universitat Autónoma de Barcelona,Spain,Main City,253,"Business Analytics, MS Computer Science, Artificial Intelligence",29028,High,http://www.uab.es/
Universidad de Alicante,Spain,Main City,377,"Software Engineering, Cybersecurity, Robotics",20747,High,http://www.ua.es/
Universidad de Alcalá de Henares,Spain,Main City,299,"Artificial Intelligence, MBA, Business Analytics",10543,Low,http://www.uah.es/
Universidad de Almería,Spain,Main City,429,"Data Science, Software Engineering, Artificial Intelligence",27230,Very High,http://www.ualm.es/
Universidad Autónoma de Madrid,Spain,Main City,370,"Artificial Intelligence, Business Analytics, Robotics",16938,Very High,http://www.uam.es/
Universidad Alfonso X El Sabio,Spain,Main City,117,"MS Computer Science, Cybersecurity, Robotics",19023,Medium,http://www.uax.es/
Universitat de Barcelona,Spain,Main City,339,"MBA, Business Analytics, Cybersecurity",26833,Low,http://www.ub.es/
Universidad de Burgos,Spain,Main City,31,"Data Science, MBA, Business Analytics",18954,Very High,http://www.ubu.es/
Universidad Carlos III de Madrid,Spain,Main City,120,"Cybersecurity, MBA, Robotics",17087,Medium,http://www.uc3m.es/
Universidad de Cádiz,Spain,Main City,106,"MBA, Software Engineering, Data Science",25040,High,http://www.uca.es/
Universidad Católica San Antonio,Spain,Main City,258,"Business Analytics, MS Computer Science, Data Science",12262,Very High,http://www.ucam.edu/
Universidad Católica de Ávila,Spain,Main City,204,"Cybersecurity, MS Computer Science, MBA",10081,Low,http://www.ucavila.es/
Universidad Cardenal Herrera-CEU,Spain,Main City,93,"Software Engineering, MS Computer Science, Artificial Intelligence",15357,Low,http://www.uchceu.es/
Universidad de Castilla La Mancha,Spain,Main City,95,"Cybersecurity, MBA, Software Engineering",26467,Very High,http://www.uclm.es/
Universidad Complutense de Madrid,Spain,Main City,368,"Business Analytics, Software Engineering, Cybersecurity",14292,Medium,http://www.ucm.es/
Universidad de Córdoba,Spain,Main City,398,"Artificial Intelligence, MBA, Robotics",28420,Medium,http://www.uco.es/
Universidad Católica de Valencia,Spain,Main City,100,"MS Computer Science, Software Engineering, Data Science",25791,High,http://www.ucv.es/
Universidade da Coruña,Spain,Main City,356,"Artificial Intelligence, Software Engineering, Data Science",17644,Low,https://www.udc.gal/
Universidad de Gerona,Spain,Main City,223,"MBA, Software Engineering, Artificial Intelligence",14690,High,http://www.udg.es/
Universitat de Lleida,Spain,Main City,402,"Robotics, MS Computer Science, Business Analytics",21662,Medium,http://www.udl.es/
Universidad Europea de Madrid,Spain,Main City,288,"Data Science, Robotics, MBA",8242,Low,http://www.uem.es/
Universidad Francisco de Vitoria,Spain,Main City,276,"Robotics, Data Science, Cybersecurity",17196,Medium,http://www.ufv.es/
Universidad de Granada,Spain,Main City,74,"MS Computer Science, Data Science, Business Analytics",13226,Medium,http://www.ugr.es/
Universidad de Huelva,Spain,Main City,471,"Artificial Intelligence, Robotics, Software Engineering",12496,Low,http://www.uhu.es/
Universidad Internacional de Andalucía,Spain,Main City,394,"Data Science, Software Engineering, Cybersecurity",20222,Low,http://www.uia.es/
Universitat de les Illes Balears,Spain,Main City,183,"Robotics, Software Engineering, MBA",20569,Low,http://www.uib.es/
Universitat Internacional de Catalunya,Spain,Main City,43,"Artificial Intelligence, Cybersecurity, Data Science",13478,Very High,http://www.uic.es/
Universidad Internacional Menéndez Pelayo,Spain,Main City,117,"Software Engineering, Data Science, Business Analytics",18095,Very High,http://www.uimp.es/
Universidad de Jaén,Spain,Main City,126,"Robotics, MBA, Software Engineering",21094,Very High,http://www.ujaen.es/
Universitat Jaume I de Castellón,Spain,Main City,187,"MS Computer Science, Data Science, Cybersecurity",24113,High,http://www.uji.es/
Universidad de La Laguna,Spain,Main City,452,"Artificial Intelligence, Cybersecurity, Data Science",12911,Medium,http://www.ull.es/
Universidad de Las Palmas de Gran Canaria,Spain,Main City,262,"Artificial Intelligence, MBA, Software Engineering",8823,Medium,http://www.ulpgc.es/
Universidad de Málaga,Spain,Main City,259,"Business Analytics, Cybersecurity, MS Computer Science",15626,Low,http://www.uma.es/
Universidad de Murcia,Spain,Main City,206,"Cybersecurity, MBA, Data Science",20131,High,http://www.um.es/
Universidad Miguel Hernández de Elche,Spain,Main City,167,"MBA, Cybersecurity, Software Engineering",19021,Low,http://www.umh.es/
Universidad Pública de Navarra,Spain,Main City,320,"Cybersecurity, MS Computer Science, MBA",15044,Very High,http://www.unavarra.es/
Universidad de Navarra,Spain,Main City,484,"Data Science, Artificial Intelligence, Software Engineering",18942,Medium,http://www.unav.es/
Universidad Nacional de Educación a Distancia,Spain,Main City,179,"Cybersecurity, Robotics, Artificial Intelligence",27698,Very High,http://www.uned.es/
Universidad de Extremadura,Spain,Main City,245,"Cybersecurity, Software Engineering, Business Analytics",28081,Very High,http://www.unex.es/
"Universidad Internacional de Andalucía, Sede Antonio Machado de Baeza",Spain,Main City,436,"Cybersecurity, Artificial Intelligence, MS Computer Science",22398,High,http://www.uniaam.uia.es/
Universidad Loyola Andalucía,Spain,Main City,447,"Data Science, Robotics, Cybersecurity",19025,Very High,https://www.uloyola.es/
Universidad Abierta Interactiva,Spain,Main City,200,"Cybersecurity, Software Engineering, Robotics",17248,Low,http://www.uniactiva.com/
"Universidad Internacional de Andalucía, Sede La Rábida",Spain,Main City,224,"Software Engineering, MS Computer Science, Artificial Intelligence",17370,High,http://www.uniara.uia.es/
Universidad de Cantabria,Spain,Main City,412,"Software Engineering, Artificial Intelligence, Cybersecurity",28189,Medium,http://www.unican.es/
Universidad de León,Spain,Main City,402,"Software Engineering, Cybersecurity, Artificial Intelligence",27367,Medium,http://www.unileon.es/
Universidad de Oviedo,Spain,Main City,205,"Cybersecurity, MBA, Software Engineering",29599,High,http://www.uniovi.es/
Universidad de La Rioja,Spain,Main City,224,"Artificial Intelligence, MBA, Robotics",8890,Very High,http://www.unirioja.es/
Iniciativa Universidad del Atlantico,Spain,Main City,425,"Robotics, MBA, Business Analytics",28919,High,http://www.universidadatlantico.org/
Universidad de Zaragoza,Spain,Main City,492,"Artificial Intelligence, MS Computer Science, MBA",12700,Very High,http://www.unizar.es/
Universidad Antonio de Nebrija,Spain,Main City,140,"Business Analytics, Cybersecurity, Data Science",10252,Very High,http://www.unnet.es/
Universitat Oberta de Catalunya,Spain,Main City,1,"Robotics, Software Engineering, Business Analytics",26128,Low,http://www.uoc.edu/
Universidad Politécnica de Cataluna,Spain,Main City,316,"Cybersecurity, MBA, MS Computer Science",22333,Very High,http://www.upc.edu/
Universidad Pontificia Comillas,Spain,Main City,312,"Cybersecurity, MS Computer Science, MBA",20826,High,http://www.upco.es/
Universidad Politécnica de Cartagena,Spain,Main City,355,"Cybersecurity, Artificial Intelligence, Software Engineering",12994,High,http://www.upct.es/
Universitat Pompeu Fabra,Spain,Main City,23,"Artificial Intelligence, Software Engineering, Business Analytics",20485,High,http://www.upf.es/
Universidad Politécnica de Madrid,Spain,Main City,270,"Data Science, MS Computer Science, MBA",15383,Medium,http://www.upm.es/
Universidad Pablo de Olavide,Spain,Main City,212,"Data Science, Robotics, Business Analytics",8995,Low,http://www.upo.es/
Universidad Pontificia de Salamanca,Spain,Main City,166,"Cybersecurity, Artificial Intelligence, Robotics",8347,Medium,http://www.upsa.es/
Universidad Politécnica de Valencia,Spain,Main City,55,"Software Engineering, Robotics, Artificial Intelligence",21501,Very High,http://www.upv.es/
Universidad Rey Juan Carlos,Spain,Main City,43,"MS Computer Science, Business Analytics, MBA",8470,High,http://www.urjc.es/
Universitat Ramon Llull,Spain,Main City,77,"Data Science, Robotics, Cybersecurity",12993,Very High,http://www.url.es/
Universitat Rovira I Virgili Tarragona,Spain,Main City,233,"Software Engineering, Business Analytics, Data Science",22605,High,http://www.urv.es/
Universidad de Salamanca,Spain,Main City,11,"MS Computer Science, MBA, Software Engineering",20386,High,http://www.usal.es/
Universidade de Santiago de Compostela,Spain,Main City,457,"Business Analytics, Software Engineering, Robotics",23709,Low,https://www.usc.gal/
Universidad de Sevilla,Spain,Main City,117,"Business Analytics, Software Engineering, Artificial Intelligence",18347,Medium,http://www.us.es/
Universidad de Valladolid,Spain,Main City,11,"Data Science, Cybersecurity, MBA",25529,Very High,http://www.uva.es/
Universidad de Valencia,Spain,Main City,51,"Data Science, Cybersecurity, Business Analytics",9397,Low,http://www.uv.es/
Universitat de Vic,Spain,Main City,196,"Software Engineering, MS Computer Science, MBA",9521,High,http://www.uvic.es/
Universidade de Vigo,Spain,Main City,67,"Business Analytics, MBA, Data Science",29485,High,https://www.uvigo.gal/
Centro Universitario Villanueva,Spain,Main City,279,"Data Science, MBA, Artificial Intelligence",28674,High,http://www.villanueva.edu/
Universidad Internacional Isabel I,Spain,Main City,342,"Software Engineering, Robotics, Business Analytics",15974,High,https://www.ui1.es/
ENAE Business School,Spain,Main City,470,"MS Computer Science, Data Science, MBA",10462,Very High,https://www.enae.es/
Universidad Internacional de Valencia,Spain,Main City,238,"Artificial Intelligence, Business Analytics, MBA",21346,Very High,https://viu.es/
ESADE Business & Law School,Spain,Main City,103,"Data Science, Business Analytics, Robotics",13978,Medium,https://www.esade.edu/en/about-us/law-school
IESE Business School,Spain,Main City,171,"Business Analytics, Cybersecurity, Software Engineering",13195,Medium,https://www.iese.edu/
Eada Business School Barcelona,Spain,Main City,18,"Robotics, Cybersecurity, MBA",19867,Medium,https://www.eada.edu/
University of Barcelona,Spain,Main City,192,"Robotics, Data Science, Software Engineering",17281,Medium,https://web.ub.edu
University of Girona,Spain,Main City,136,"Robotics, Software Engineering, MBA",12436,High,https://udg.edu
